root_node,chain_len,halstead_difficulty,halstead_effort
PSqwzYAfW9dFAa9im,3,"[10.625, 13.875, 13.875]","[1589.787672472658, 2304.0914556431812, 2304.0914556431812]"
PSqwzYAfW9dFAa9im,16,"[9.666666666666666, 10.029411764705882, 11.366666666666667, 9.625, 9.9, 9.9, 11.6, 12.566666666666666, 15.500000000000002, 14.0, 13.5, 13.5, 11.0, 11.6875, 11.6875, 11.6875]","[1342.3589724887624, 1592.9505048571716, 1676.3907693973092, 1435.4356633303164, 1405.2576986372405, 1405.2576986372405, 1749.2102552258661, 1975.6292371493378, 2676.022688506013, 2314.3785255652833, 2232.80464514002, 2232.80464514002, 1788.6653159937418, 1832.5834375918027, 1824.3803245991255, 1824.3803245991255]"
PSqwzYAfW9dFAa9im,3,"[9.642857142857142, 11.733333333333333, 11.733333333333333]","[1270.9717165791533, 1747.397600005413, 1747.397600005413]"
PSqwzYAfW9dFAa9im,1,[11.34375],[1762.6141377720048]
PSqwzYAfW9dFAa9im,1,[10.625],[1589.787672472658]
PSqwzYAfW9dFAa9im,2,"[10.294117647058822, 10.9375]","[1614.1030592189516, 1651.466555960131]"
PSqwzYAfW9dFAa9im,1,[10.0],[1474.8305889125888]
PSqwzYAfW9dFAa9im,2,"[15.527777777777777, 15.527777777777777]","[2969.9619541664947, 2960.2491064971287]"
PSqwzYAfW9dFAa9im,2,"[13.411764705882353, 16.823529411764707]","[2315.832117898707, 3143.721433203215]"
GJBL9oy4GQzeoogeZ,1,[8.653846153846153],[1019.995477802289]
GJBL9oy4GQzeoogeZ,15,"[13.125, 12.375, 9.0625, 11.392857142857144, 11.392857142857144, 11.392857142857144, 11.392857142857144, 11.392857142857144, 11.392857142857144, 11.846153846153845, 11.392857142857144, 11.392857142857144, 11.392857142857144, 9.0, 7.714285714285714]","[2143.5870802055424, 1994.0685194996418, 1315.9567892324224, 1590.716997973258, 1590.716997973258, 1590.716997973258, 1599.1896788149568, 1599.1896788149568, 1599.1896788149568, 1579.2123381385038, 1590.716997973258, 1599.1896788149568, 1590.716997973258, 1136.8135909402426, 920.9146469408704]"
GJBL9oy4GQzeoogeZ,9,"[16.57894736842105, 16.57894736842105, 16.57894736842105, 13.76470588235294, 15.294117647058824, 13.76470588235294, 13.76470588235294, 13.76470588235294, 13.76470588235294]","[3418.274026434003, 3428.5918995012366, 3428.5918995012366, 2403.9875281888876, 2783.2644520923895, 2403.9875281888876, 2412.7799114097916, 2395.0588235294117, 2395.0588235294117]"
GJBL9oy4GQzeoogeZ,6,"[13.433333333333335, 13.433333333333335, 13.433333333333335, 13.433333333333335, 13.433333333333335, 13.433333333333335]","[2133.588251960212, 2133.588251960212, 2133.588251960212, 2133.588251960212, 2133.588251960212, 2133.588251960212]"
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
PSqwzYAfW9dFAa9im,1,[9.642857142857142],[1270.9717165791533]
PSqwzYAfW9dFAa9im,1,[9.642857142857142],[1270.9717165791533]
PSqwzYAfW9dFAa9im,1,[13.200000000000001],[2060.476601900189]
PSqwzYAfW9dFAa9im,1,[12.0],[1819.1659894933275]
PSqwzYAfW9dFAa9im,1,[11.0],[1527.5119342113505]
PSqwzYAfW9dFAa9im,1,[12.0],[1733.031721723423]
PSqwzYAfW9dFAa9im,1,[8.0],[911.6124787899524]
PSqwzYAfW9dFAa9im,1,[10.357142857142858],[1388.2621073221162]
PSqwzYAfW9dFAa9im,1,[10.633333333333333],[1535.6586645271443]
PSqwzYAfW9dFAa9im,1,[6.769230769230769],[734.9247232819532]
PSqwzYAfW9dFAa9im,1,[12.566666666666666],[1975.6292371493378]
PSqwzYAfW9dFAa9im,2,"[18.28125, 19.5]","[3437.7664834047405, 3798.5768129402118]"
PSqwzYAfW9dFAa9im,1,[10.633333333333333],[1535.6586645271443]
XptKkktwLcEjA832d,5,"[9.0, 6.769230769230769, 8.0, 8.0, 9.0]","[1080.9674604901847, 734.9247232819532, 911.6124787899524, 911.6124787899524, 1080.9674604901847]"
PSqwzYAfW9dFAa9im,5,"[9.642857142857142, 12.857142857142858, 9.642857142857142, 12.857142857142858, 9.642857142857142]","[1263.4684603132032, 1896.2107571733286, 1263.4684603132032, 1896.2107571733286, 1263.4684603132032]"
PSqwzYAfW9dFAa9im,22,"[10.633333333333333, 10.633333333333333, 11.366666666666667, 11.366666666666667, 12.400000000000002, 12.400000000000002, 11.0, 11.0, 15.866666666666667, 14.733333333333333, 15.3125, 16.40625, 14.733333333333333, 15.866666666666667, 15.866666666666667, 9.615384615384615, 14.733333333333333, 14.399999999999999, 14.399999999999999, 16.466666666666665, 12.400000000000002, 12.0]","[1535.6586645271443, 1535.6586645271443, 1667.9476326180904, 1667.9476326180904, 1908.5072176336378, 1908.5072176336378, 1518.9795379156785, 1527.5119342113505, 2683.9071251843366, 2406.2615605100946, 2702.3391508005957, 2991.8754883863744, 2406.2615605100946, 2683.9071251843366, 2683.9071251843366, 1184.8432317905376, 2406.2615605100946, 2287.1716175918837, 2287.1716175918837, 2755.924530061695, 1899.1280044920568, 1733.031721723423]"
g6dfpQDxjGvcyvo9z,1,[8.653846153846153],[1019.995477802289]
g6dfpQDxjGvcyvo9z,1,[8.653846153846153],[1019.995477802289]
g6dfpQDxjGvcyvo9z,1,[10.214285714285715],[1385.635464147143]
g6dfpQDxjGvcyvo9z,1,[11.571428571428571],[1652.2632315528995]
g6dfpQDxjGvcyvo9z,1,[13.285714285714286],[1969.0947483521657]
g6dfpQDxjGvcyvo9z,1,[10.357142857142858],[1388.2621073221162]
g6dfpQDxjGvcyvo9z,1,[12.400000000000002],[1908.5072176336378]
g6dfpQDxjGvcyvo9z,1,[10.3125],[1571.4612078403998]
g6dfpQDxjGvcyvo9z,2,"[11.34375, 16.1875]","[1770.7220797579748, 2902.716562849647]"
g6dfpQDxjGvcyvo9z,1,[11.785714285714285],[1662.9219130586239]
g6dfpQDxjGvcyvo9z,1,[12.100000000000001],[1818.8157658748582]
g6dfpQDxjGvcyvo9z,3,"[11.571428571428571, 11.6, 10.633333333333333]","[1652.2632315528995, 1749.2102552258661, 1535.6586645271443]"
g6dfpQDxjGvcyvo9z,3,"[12.375, 11.34375, 13.8125]","[2012.2484804929595, 1770.7220797579748, 2346.4875123607876]"
g6dfpQDxjGvcyvo9z,2,"[11.6, 14.466666666666669]","[1749.2102552258661, 2391.52447641746]"
g6dfpQDxjGvcyvo9z,2,"[21.07142857142857, 22.125]","[5072.188257048984, 5155.952516955921]"
AeX54ApYhWKhk799X,1,[12.294117647058824],[2049.644518140235]
AeX54ApYhWKhk799X,1,[13.875],[2304.0914556431812]
AeX54ApYhWKhk799X,1,[15.176470588235293],[2706.612232243178]
AeX54ApYhWKhk799X,2,"[13.411764705882353, 13.411764705882353]","[2315.832117898707, 2315.832117898707]"
AeX54ApYhWKhk799X,1,[13.5],[2223.639072658776]
AeX54ApYhWKhk799X,1,[12.566666666666666],[1975.6292371493378]
AeX54ApYhWKhk799X,2,"[11.142857142857142, 11.142857142857142]","[1591.0682970509401, 1591.0682970509401]"
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
PSqwzYAfW9dFAa9im,10,"[9.0, 9.642857142857142, 10.607142857142858, 10.633333333333333, 10.633333333333333, 8.571428571428571, 9.230769230769232, 9.615384615384615, 9.642857142857142, 9.285714285714286]","[1228.372114193392, 1263.4684603132032, 1447.724277442212, 1535.6586645271443, 1535.6586645271443, 1094.7966366625433, 1129.8862724530095, 1192.5317377299182, 1263.4684603132032, 1201.7164542192668]"
PSqwzYAfW9dFAa9im,12,"[9.285714285714286, 10.214285714285715, 11.571428571428571, 11.571428571428571, 10.576923076923077, 9.821428571428571, 11.571428571428571, 11.571428571428571, 11.571428571428571, 10.576923076923077, 11.571428571428571, 11.571428571428571]","[1201.7164542192668, 1385.635464147143, 1652.2632315528995, 1652.2632315528995, 1368.8190380899932, 1324.006510057285, 1652.2632315528995, 1652.2632315528995, 1652.2632315528995, 1368.8190380899932, 1652.2632315528995, 1652.2632315528995]"
PSqwzYAfW9dFAa9im,13,"[11.571428571428571, 12.0, 12.0, 11.0, 12.0, 12.0, 12.0, 12.0, 13.928571428571429, 13.928571428571429, 13.285714285714286, 14.142857142857142, 14.142857142857142]","[1652.2632315528995, 1733.031721723423, 1733.031721723423, 1518.9795379156785, 1733.031721723423, 1733.031721723423, 1733.031721723423, 1733.031721723423, 2122.49305994028, 2122.49305994028, 1959.4177824124395, 2125.8885575160675, 2116.154347224109]"
PSqwzYAfW9dFAa9im,3,"[10.357142857142858, 12.178571428571429, 10.357142857142858]","[1388.2621073221162, 1718.3526434939115, 1388.2621073221162]"
PSqwzYAfW9dFAa9im,1,[10.607142857142858],[1456.32175858028]
JE8Wj3BW3L9SytPEd,6,"[16.47058823529412, 14.710526315789473, 14.710526315789473, 15.527777777777777, 17.647058823529413, 17.647058823529413]","[3118.9407226373246, 2904.411011205265, 2904.411011205265, 2969.9619541664947, 3425.556248729095, 3425.556248729095]"
JE8Wj3BW3L9SytPEd,1,[11.366666666666667],[1676.3907693973092]
JE8Wj3BW3L9SytPEd,1,[11.366666666666667],[1676.3907693973092]
JE8Wj3BW3L9SytPEd,1,[9.642857142857142],[1263.4684603132032]
JE8Wj3BW3L9SytPEd,1,[16.25],[2848.420728747671]
JE8Wj3BW3L9SytPEd,1,[14.857142857142856],[2308.532015153574]
JE8Wj3BW3L9SytPEd,1,[12.100000000000001],[1818.8157658748582]
JE8Wj3BW3L9SytPEd,10,"[16.058823529411764, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333, 12.0, 9.9, 9.9, 9.9, 16.058823529411764]","[2998.0764000976355, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1819.1659894933275, 1405.2576986372405, 1405.2576986372405, 1405.2576986372405, 2998.0764000976355]"
JE8Wj3BW3L9SytPEd,1,[12.8],[1988.8891207476947]
JE8Wj3BW3L9SytPEd,15,"[12.75, 16.058823529411764, 17.647058823529413, 15.166666666666666, 16.058823529411764, 16.47058823529412, 12.375, 13.8125, 15.3125, 15.3125, 15.84375, 13.875, 13.125, 16.441176470588236, 18.088235294117645]","[2082.341735056813, 3009.0416136547406, 3437.6260750590154, 2933.545945928636, 3009.0416136547406, 3108.1869095325264, 2003.2411407362947, 2336.437006298864, 2702.3391508005957, 2702.3391508005957, 2777.210210528979, 2313.2052665853007, 2152.8080157093827, 3062.7215571058086, 3547.773228631674]"
JE8Wj3BW3L9SytPEd,1,[11.733333333333333],[1747.397600005413]
JE8Wj3BW3L9SytPEd,1,[13.200000000000001],[2078.842001048314]
JE8Wj3BW3L9SytPEd,10,"[6.769230769230769, 15.03125, 14.147058823529411, 14.147058823529411, 15.03125, 14.147058823529411, 14.147058823529411, 14.147058823529411, 14.147058823529411, 14.147058823529411]","[734.9247232819532, 2595.471385424579, 2517.074699442131, 2517.074699442131, 2595.471385424579, 2517.074699442131, 2517.074699442131, 2517.074699442131, 2517.074699442131, 2517.074699442131]"
JE8Wj3BW3L9SytPEd,22,"[11.6875, 11.6875, 11.6875, 11.34375, 11.34375, 13.125, 13.5, 13.125, 13.125, 13.411764705882353, 13.125, 14.21875, 14.625, 13.0, 13.0, 13.0, 13.68421052631579, 15.235294117647058, 15.235294117647058, 19.764705882352942, 19.764705882352942, 14.875]","[1840.6413550948612, 1832.5834375918027, 1840.6413550948612, 1770.7220797579748, 1762.6141377720048, 2161.871320640477, 2241.818713598771, 2161.871320640477, 2161.871320640477, 2333.6470588235293, 2161.871320640477, 2425.671094885297, 2515.3739732938593, 2505.305010219837, 2496.0, 2496.0, 2656.3085297162456, 2833.7647058823527, 2833.7647058823527, 4037.2220416977434, 4037.2220416977434, 2625.1294607777218]"
JE8Wj3BW3L9SytPEd,6,"[21.452380952380953, 22.525, 22.525, 23.333333333333332, 23.333333333333332, 22.125]","[5305.092211693404, 5423.758748007598, 5423.758748007598, 4998.726884173849, 4998.726884173849, 5155.952516955921]"
PSqwzYAfW9dFAa9im,1,[11.0],[1518.9795379156785]
PSqwzYAfW9dFAa9im,3,"[13.40625, 16.1875, 16.058823529411764]","[2237.392356700491, 2891.506583231626, 2998.0764000976355]"
PSqwzYAfW9dFAa9im,14,"[8.653846153846153, 8.653846153846153, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334, 10.333333333333334]","[1019.995477802289, 1019.995477802289, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704]"
PSqwzYAfW9dFAa9im,2,"[6.769230769230769, 8.653846153846153]","[734.9247232819532, 1019.995477802289]"
PSqwzYAfW9dFAa9im,1,[11.733333333333333],[1739.0141433475756]
PSqwzYAfW9dFAa9im,1,[14.3],[2314.856429295274]
PSqwzYAfW9dFAa9im,1,[8.653846153846153],[1019.995477802289]
rtLJ8S8SrrXmzm2Sz,1,[8.653846153846153],[1019.995477802289]
c3GCfWYKH8DtnezLg,4,"[12.133333333333333, 13.0, 13.464285714285715, 17.142857142857142]","[1887.0789858766161, 1949.6606869388509, 2030.3333319585947, 2861.001215361267]"
oEoCs9u3DdHGD2PXp,1,[12.0],[1733.031721723423]
3wCkwQ3JHjMbxhCTe,10,"[12.75, 12.75, 15.75, 16.625, 15.75, 14.625, 15.75, 12.75, 12.75, 14.625]","[2082.341735056813, 2082.341735056813, 2802.273391998464, 3003.6559467479415, 2802.273391998464, 2515.3739732938593, 2802.273391998464, 2082.341735056813, 2082.341735056813, 2515.3739732938593]"
3wCkwQ3JHjMbxhCTe,7,"[11.366666666666667, 11.366666666666667, 10.333333333333334, 10.333333333333334, 10.333333333333334, 11.366666666666667, 10.333333333333334]","[1667.9476326180904, 1667.9476326180904, 1457.9961823584704, 1457.9961823584704, 1457.9961823584704, 1667.9476326180904, 1457.9961823584704]"
3wCkwQ3JHjMbxhCTe,2,"[10.633333333333333, 9.666666666666666]","[1535.6586645271443, 1342.3589724887624]"
3wCkwQ3JHjMbxhCTe,1,[12.294117647058824],[2041.5691117304714]
J7T5odxFinC2KQwtX,1,[14.0],[2204.8324253542723]
QxGnrFQnXPGh2Lh8C,11,"[8.181818181818182, 9.0, 9.166666666666666, 9.0, 9.0, 9.0, 11.5, 7.0, 7.2727272727272725, 7.0, 7.0]","[839.3372209546309, 937.701605813211, 1058.3320485444563, 937.701605813211, 937.701605813211, 937.701605813211, 1468.8521541889122, 646.2896601350658, 697.0435510386226, 712.2447977750475, 646.2896601350658]"
QxGnrFQnXPGh2Lh8C,1,[7.363636363636364],[722.6511604441638]
QxGnrFQnXPGh2Lh8C,7,"[9.09090909090909, 9.09090909090909, 8.636363636363637, 8.181818181818182, 8.181818181818182, 9.09090909090909, 9.09090909090909]","[971.2429060568828, 971.2429060568828, 906.8181818181819, 825.4463104404742, 825.4463104404742, 971.2429060568828, 971.2429060568828]"
QxGnrFQnXPGh2Lh8C,1,[9.09090909090909],[971.2429060568828]
QxGnrFQnXPGh2Lh8C,9,"[8.333333333333334, 9.09090909090909, 9.09090909090909, 9.09090909090909, 12.0, 13.09090909090909, 11.0, 8.75, 9.625]","[932.7015208958956, 971.2429060568828, 971.2429060568828, 971.2429060568828, 1458.7710124059806, 1643.785229175157, 1269.9984582533475, 987.3869807619061, 1144.4921471942919]"
QxGnrFQnXPGh2Lh8C,6,"[8.636363636363637, 9.09090909090909, 9.09090909090909, 9.09090909090909, 9.09090909090909, 10.5]","[906.8181818181819, 971.2429060568828, 971.2429060568828, 971.2429060568828, 971.2429060568828, 1194.2526753331742]"
QxGnrFQnXPGh2Lh8C,3,"[5.7272727272727275, 6.909090909090909, 6.909090909090909]","[500.8136771340606, 650.3508611089679, 650.3508611089679]"
QxGnrFQnXPGh2Lh8C,4,"[9.0, 9.0, 10.0, 10.833333333333332]","[998.941019364965, 998.941019364965, 1170.8241808752198, 1293.2597665373332]"
QxGnrFQnXPGh2Lh8C,7,"[11.0, 12.0, 12.0, 12.0, 14.772727272727273, 12.0, 11.0]","[1395.3461857796337, 1458.7710124059806, 1458.7710124059806, 1458.7710124059806, 1958.353784420214, 1458.7710124059806, 1279.0673369646643]"
QxGnrFQnXPGh2Lh8C,3,"[11.0, 11.0, 11.0]","[1279.0673369646643, 1279.0673369646643, 1279.0673369646643]"
P6PdbEWm6x5BuCBnF,4,"[7.7727272727272725, 7.363636363636364, 6.333333333333333, 10.5]","[777.2727272727273, 722.6511604441638, 621.5394754437457, 1203.3837274602874]"
QxGnrFQnXPGh2Lh8C,20,"[7.363636363636364, 7.363636363636364, 7.363636363636364, 4.199999999999999, 7.363636363636364, 10.0, 7.363636363636364, 7.363636363636364, 7.363636363636364, 7.363636363636364, 9.09090909090909, 7.363636363636364, 7.363636363636364, 12.0, 8.181818181818182, 7.363636363636364, 8.181818181818182, 4.199999999999999, 7.363636363636364, 7.363636363636364]","[722.6511604441638, 722.6511604441638, 722.6511604441638, 303.98336344703125, 722.6511604441638, 1128.4422637278926, 722.6511604441638, 722.6511604441638, 722.6511604441638, 722.6511604441638, 971.2429060568828, 722.6511604441638, 722.6511604441638, 1423.5717996135927, 839.3372209546309, 722.6511604441638, 839.3372209546309, 303.98336344703125, 722.6511604441638, 722.6511604441638]"
QxGnrFQnXPGh2Lh8C,2,"[7.333333333333333, 7.333333333333333]","[758.2556668782057, 758.2556668782057]"
QxGnrFQnXPGh2Lh8C,7,"[7.875, 7.7727272727272725, 4.199999999999999, 6.545454545454546, 6.545454545454546, 7.125, 7.7727272727272725]","[848.2551789272738, 777.2727272727273, 303.98336344703125, 610.2387577084049, 610.2387577084049, 748.125, 777.2727272727273]"
QxGnrFQnXPGh2Lh8C,2,"[4.199999999999999, 7.875]","[303.98336344703125, 841.3391673717748]"
QxGnrFQnXPGh2Lh8C,1,[11.423076923076923],[1505.6126488706893]
QxGnrFQnXPGh2Lh8C,1,[7.875],[841.3391673717748]
QxGnrFQnXPGh2Lh8C,1,[7.7727272727272725],[777.2727272727273]
QxGnrFQnXPGh2Lh8C,1,[9.583333333333334],[1106.4380507510227]
QxGnrFQnXPGh2Lh8C,1,[11.0],[1279.0673369646643]
QxGnrFQnXPGh2Lh8C,1,[11.0],[1279.0673369646643]
QxGnrFQnXPGh2Lh8C,6,"[7.363636363636364, 7.7727272727272725, 7.7727272727272725, 7.7727272727272725, 7.363636363636364, 8.181818181818182]","[722.6511604441638, 777.2727272727273, 777.2727272727273, 777.2727272727273, 722.6511604441638, 832.4939194773282]"
QxGnrFQnXPGh2Lh8C,2,"[7.961538461538462, 7.0]","[912.4557933490092, 712.2447977750475]"
QxGnrFQnXPGh2Lh8C,2,"[11.423076923076923, 13.53846153846154]","[1505.6126488706893, 1861.1335384673043]"
QxGnrFQnXPGh2Lh8C,3,"[10.083333333333332, 8.181818181818182, 8.181818181818182]","[1217.0818558261246, 851.2210024210175, 851.2210024210175]"
QxGnrFQnXPGh2Lh8C,7,"[10.0, 8.75, 12.0, 9.166666666666666, 9.545454545454547, 8.75, 9.545454545454547]","[1128.4422637278926, 987.3869807619061, 1542.974977330008, 1050.5730954018381, 1036.334966198209, 995.2105627776451, 1036.334966198209]"
QxGnrFQnXPGh2Lh8C,5,"[4.199999999999999, 4.199999999999999, 10.0, 6.909090909090909, 6.909090909090909]","[303.98336344703125, 303.98336344703125, 1240.2330072391148, 650.3508611089679, 650.3508611089679]"
QxGnrFQnXPGh2Lh8C,2,"[11.423076923076923, 11.423076923076923]","[1496.724176063333, 1496.724176063333]"
QxGnrFQnXPGh2Lh8C,3,"[5.6000000000000005, 5.6000000000000005, 6.4]","[452.6652902059622, 452.6652902059622, 553.807287021036]"
QxGnrFQnXPGh2Lh8C,1,[8.75],[987.3869807619061]
QxGnrFQnXPGh2Lh8C,2,"[9.09090909090909, 9.09090909090909]","[971.2429060568828, 971.2429060568828]"
QxGnrFQnXPGh2Lh8C,2,"[10.615384615384615, 9.09090909090909]","[1412.3578405662618, 971.2429060568828]"
QxGnrFQnXPGh2Lh8C,2,"[9.625, 9.625]","[1144.4921471942919, 1144.4921471942919]"
QxGnrFQnXPGh2Lh8C,1,[8.75],[987.3869807619061]
QxGnrFQnXPGh2Lh8C,1,[7.7727272727272725],[770.1523355237779]
QxGnrFQnXPGh2Lh8C,3,"[6.125, 6.461538461538462, 6.461538461538462]","[587.04136564034, 690.329573228123, 690.329573228123]"
QxGnrFQnXPGh2Lh8C,1,[11.0],[1279.0673369646643]
QxGnrFQnXPGh2Lh8C,1,[11.0],[1279.0673369646643]
nH4ZzDZAJkZ4yvF3a,1,[7.333333333333333],[752.2948424852617]
nH4ZzDZAJkZ4yvF3a,1,[7.875],[841.3391673717748]
nH4ZzDZAJkZ4yvF3a,1,[9.09090909090909],[971.2429060568828]
nH4ZzDZAJkZ4yvF3a,1,[9.545454545454547],[1036.334966198209]
nH4ZzDZAJkZ4yvF3a,1,[8.75],[987.3869807619061]
nH4ZzDZAJkZ4yvF3a,1,[7.875],[841.3391673717748]
nH4ZzDZAJkZ4yvF3a,1,[7.7727272727272725],[777.2727272727273]
nH4ZzDZAJkZ4yvF3a,1,[11.0],[1355.4606571683753]
nH4ZzDZAJkZ4yvF3a,1,[12.0],[1542.974977330008]
nH4ZzDZAJkZ4yvF3a,1,[10.0],[1240.2330072391148]
QxGnrFQnXPGh2Lh8C,12,"[9.09090909090909, 8.181818181818182, 7.2727272727272725, 9.0, 12.0, 11.0, 10.5, 11.0, 12.0, 7.333333333333333, 7.333333333333333, 7.333333333333333]","[979.2267577804026, 839.3372209546309, 697.0435510386226, 937.701605813211, 1562.7642493542044, 1279.0673369646643, 1203.3837274602874, 1279.0673369646643, 1562.7642493542044, 752.2948424852617, 752.2948424852617, 752.2948424852617]"
QxGnrFQnXPGh2Lh8C,6,"[12.461538461538463, 12.461538461538463, 12.461538461538463, 7.363636363636364, 7.363636363636364, 7.363636363636364]","[1710.9234646257835, 1710.9234646257835, 1710.9234646257835, 722.6511604441638, 722.6511604441638, 722.6511604441638]"
QxGnrFQnXPGh2Lh8C,5,"[9.09090909090909, 7.363636363636364, 9.09090909090909, 9.09090909090909, 9.09090909090909]","[971.2429060568828, 722.6511604441638, 971.2429060568828, 971.2429060568828, 971.2429060568828]"
QxGnrFQnXPGh2Lh8C,5,"[9.09090909090909, 9.09090909090909, 7.363636363636364, 9.09090909090909, 9.09090909090909]","[971.2429060568828, 971.2429060568828, 722.6511604441638, 971.2429060568828, 971.2429060568828]"
QxGnrFQnXPGh2Lh8C,12,"[8.333333333333334, 9.09090909090909, 10.0, 10.0, 10.0, 10.0, 10.0, 9.09090909090909, 9.09090909090909, 11.458333333333334, 8.75, 8.75]","[932.7015208958956, 971.2429060568828, 1248.0408935814826, 1248.0408935814826, 1248.0408935814826, 1248.0408935814826, 1248.0408935814826, 971.2429060568828, 971.2429060568828, 1430.046857228782, 987.3869807619061, 987.3869807619061]"
QxGnrFQnXPGh2Lh8C,2,"[7.875, 7.875]","[841.3391673717748, 841.3391673717748]"
QxGnrFQnXPGh2Lh8C,2,"[6.909090909090909, 6.909090909090909]","[650.3508611089679, 650.3508611089679]"
QxGnrFQnXPGh2Lh8C,23,"[12.0, 12.0, 11.076923076923077, 11.076923076923077, 12.0, 11.0, 11.0, 12.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[1682.4030359069734, 1671.556225440842, 1493.2571324618104, 1493.2571324618104, 1552.9874177602833, 1279.0673369646643, 1279.0673369646643, 1552.9874177602833, 1279.0673369646643, 1269.9984582533475, 1279.0673369646643, 1279.0673369646643, 1279.0673369646643, 1279.0673369646643, 1269.9984582533475, 1279.0673369646643, 1269.9984582533475, 1269.9984582533475, 1279.0673369646643, 1279.0673369646643, 1269.9984582533475, 1279.0673369646643, 1279.0673369646643]"
QxGnrFQnXPGh2Lh8C,5,"[10.0, 10.0, 10.0, 11.0, 11.0]","[1248.0408935814826, 1248.0408935814826, 1248.0408935814826, 1279.0673369646643, 1279.0673369646643]"
QxGnrFQnXPGh2Lh8C,18,"[7.0, 7.875, 8.636363636363637, 7.7727272727272725, 8.636363636363637, 9.166666666666666, 9.166666666666666, 10.541666666666668, 10.541666666666668, 9.09090909090909, 10.0, 10.0, 9.09090909090909, 6.125, 7.0, 8.0, 6.125, 6.125]","[706.2151767101835, 841.3391673717748, 906.8181818181819, 770.1523355237779, 906.8181818181819, 1050.5730954018381, 1050.5730954018381, 1290.3458160062319, 1281.489812981643, 971.2429060568828, 1128.4422637278926, 1119.2418250750745, 963.0206955138864, 587.04136564034, 712.2447977750475, 839.6684021509736, 587.04136564034, 587.04136564034]"
QxGnrFQnXPGh2Lh8C,1,[6.4],[553.807287021036]
QxGnrFQnXPGh2Lh8C,1,[7.363636363636364],[722.6511604441638]
QxGnrFQnXPGh2Lh8C,1,[9.09090909090909],[971.2429060568828]
QxGnrFQnXPGh2Lh8C,1,[9.545454545454547],[1036.334966198209]
QxGnrFQnXPGh2Lh8C,1,[8.75],[987.3869807619061]
QxGnrFQnXPGh2Lh8C,1,[10.5],[1194.2526753331742]
QxGnrFQnXPGh2Lh8C,1,[6.909090909090909],[650.3508611089679]
QxGnrFQnXPGh2Lh8C,1,[8.625],[943.5622408495436]
QxGnrFQnXPGh2Lh8C,1,[11.0],[1395.3461857796337]
QxGnrFQnXPGh2Lh8C,5,"[6.8, 8.181818181818182, 7.0, 7.0, 6.4]","[600.6034089024827, 839.3372209546309, 706.2151767101835, 706.2151767101835, 553.807287021036]"
QxGnrFQnXPGh2Lh8C,1,[7.875],[841.3391673717748]
QxGnrFQnXPGh2Lh8C,4,"[9.545454545454547, 9.545454545454547, 9.09090909090909, 7.7727272727272725]","[1036.334966198209, 1036.334966198209, 979.2267577804026, 777.2727272727273]"
bWyuZfZpvBktehbBg,21,"[21.346153846153847, 21.346153846153847, 14.0, 14.0, 12.5, 13.0, 15.076923076923077, 16.153846153846153, 14.0, 17.230769230769234, 9.09090909090909, 10.0, 17.142857142857142, 19.428571428571427, 18.21428571428571, 17.67857142857143, 17.0, 18.857142857142858, 16.607142857142858, 16.607142857142858, 22.5]","[3612.6878698011683, 3612.6878698011683, 2032.9263502625008, 2032.9263502625008, 1763.5360452781817, 1845.2878870994066, 2273.509350293566, 2539.5764525690324, 2075.920470412617, 2701.7601975849534, 971.2429060568828, 1128.4422637278926, 2899.7796070419, 3456.772619608082, 3120.103996751785, 3015.9050347710445, 2811.679923509655, 3341.6123940871053, 2796.863611569528, 2796.863611569528, 4076.772702521939]"
bWyuZfZpvBktehbBg,1,[15.5],[2120.563575148486]
