id,time_taken
26899,"[datetime.timedelta(seconds=114, microseconds=97924), datetime.timedelta(seconds=1178, microseconds=310843), datetime.timedelta(seconds=6, microseconds=884850), datetime.timedelta(seconds=11, microseconds=408157), datetime.timedelta(seconds=21, microseconds=520396), datetime.timedelta(seconds=19, microseconds=520177), datetime.timedelta(seconds=64, microseconds=353355)]"
27033,"[datetime.timedelta(seconds=53, microseconds=916630), datetime.timedelta(seconds=771, microseconds=734669), datetime.timedelta(seconds=246, microseconds=372176), datetime.timedelta(seconds=14, microseconds=383131), datetime.timedelta(seconds=13, microseconds=915576), datetime.timedelta(seconds=7, microseconds=983497), datetime.timedelta(seconds=518, microseconds=635403), datetime.timedelta(seconds=517, microseconds=840053)]"
26948,[]
26957,[]
26961,[]
26977,[]
26987,[]
27002,[]
27008,[]
27027,[]
27208,"[datetime.timedelta(seconds=5, microseconds=37719), datetime.timedelta(seconds=9, microseconds=52927), datetime.timedelta(seconds=26, microseconds=983805), datetime.timedelta(seconds=13, microseconds=680561), datetime.timedelta(seconds=12, microseconds=948563)]"
27045,"[datetime.timedelta(seconds=61, microseconds=727562), datetime.timedelta(seconds=72, microseconds=849877), datetime.timedelta(seconds=25, microseconds=378447), datetime.timedelta(seconds=38, microseconds=672001)]"
27360,"[datetime.timedelta(seconds=69, microseconds=905476), datetime.timedelta(seconds=26, microseconds=557384), datetime.timedelta(seconds=5, microseconds=530718)]"
27086,[]
27636,[]
27169,[]
27326,"[datetime.timedelta(seconds=73, microseconds=385408), datetime.timedelta(seconds=23, microseconds=178939), datetime.timedelta(seconds=23, microseconds=966857), datetime.timedelta(seconds=21, microseconds=253389)]"
27223,[]
27275,[]
27302,[]
27323,[]
27322,"[datetime.timedelta(seconds=195, microseconds=669697), datetime.timedelta(seconds=118, microseconds=569886)]"
27329,[]
27389,"[datetime.timedelta(seconds=87, microseconds=294727), datetime.timedelta(seconds=92, microseconds=42479)]"
