id,parseerror_distances,not_parseerror_distances
6552,[],[]
6553,[],[]
6562,[],[]
6563,[],[]
6564,[],[]
6568,[],"[21, 0]"
6569,[],[]
6586,[],[]
6672,[],[]
6701,[],[1]
6750,[],"[614, 171, 332, 32, 13, 51]"
6797,[],"[24, 22, 0, 0, 14, 15, 8, 25, 0, 31, 22, 5, 0, 0, 0, 0]"
6809,[],"[106, 6, 28, 12, 21, 44, 17, 1, 6, 7]"
6731,[],[1]
6747,[],"[614, 171, 332, 0]"
6754,[],"[1, 0]"
6746,[],[]
6753,[],[1]
6793,[],"[614, 171, 0, 6, 2, 1, 1]"
6732,[],[]
6736,[],[0]
6740,[],"[614, 171, 0]"
6764,[],"[501, 2, 17, 6, 8, 15, 6, 29, 2, 1]"
6794,[0],"[24, 22, 0, 0, 14, 15, 8, 25, 0, 31, 22, 5, 0, 5, 20, 52, 3, 2, 18, 7]"
6954,[],"[1, 54, 52, 0, 0, 0, 0, 0]"
6956,[],"[1, 0]"
7005,[],"[1, 1]"
7034,[],"[614, 171, 332, 0, 26, 30, 4, 2, 79, 6, 9, 23, 33]"
6971,"[1, 2, 7]","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
6946,[],[]
6973,[],[20]
7092,[],"[26, 3, 1, 2, 1, 15, 1, 119, 1, 1, 1, 1, 66, 1, 6]"
7002,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
7007,[],[1]
7045,[],"[5, 53, 2, 4, 2, 2, 2, 2, 0, 2, 2, 1, 1, 51, 89, 4, 4, 4, 8, 8, 2, 119, 0, 1]"
7047,[],"[614, 171, 0, 7, 2, 0, 0]"
7067,[],"[2, 2, 153, 30, 158, 14, 8, 6, 3, 5, 61]"
7261,[],[1]
7280,"[14, 2, 1, 2, 18, 26, 20, 2, 26, 4, 4, 18, 1]","[1205, 14, 23, 1, 1, 12, 3, 4, 3]"
7281,[],[2]
7119,"[1, 1]","[614, 171, 332, 0, 9, 6, 22, 8, 5, 5, 47, 4, 23, 46, 5, 37, 29, 29, 61]"
7120,[],[1]
7265,[],[1]
7286,[],"[2, 2, 153, 30, 242, 602, 0]"
7294,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
7402,[],"[614, 171, 0, 8, 2, 2, 8]"
7420,[],"[1, 8, 1041, 3, 4, 3, 390]"
7432,[],"[1, 505, 2, 240]"
7518,[],"[61, 2, 4, 0]"
7380,[],"[2, 2, 0]"
7381,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0]"
7453,[35],"[2, 2, 5, 94]"
7379,[],"[2, 2, 153, 30, 242, 602, 0, 50, 4]"
7384,[],"[2, 2, 0]"
7415,[],[1]
7392,[],"[614, 171, 0]"
7438,[17],[65]
7447,[],[1]
7504,[],[1]
7517,"[1, 3, 34, 166, 3, 96, 5, 184, 16]","[2, 2, 0, 55, 68, 1, 0, 84]"
7519,[],"[13, 48, 8, 8, 0]"
7646,[],[1]
7753,"[7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 1, 1, 5, 1]","[30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 45, 4, 48, 4, 3, 12, 0, 78, 3, 6, 20, 20, 12, 0, 22, 23, 10, 19, 34, 1, 0, 20, 4, 6, 3, 15, 48, 47, 3, 13, 3, 7, 0, 15, 0, 3]"
7799,"[7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 1, 1, 5, 1]","[30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 45, 4, 48, 4, 3, 12, 0, 78, 3, 6, 20, 20, 12, 0, 22, 23, 10, 19, 34, 1, 1280, 0]"
7816,"[7, 86, 0, 2, 31, 44, 1, 3]","[2, 2, 4, 12, 4, 845, 749, 0, 7, 6, 1, 0, 6, 39, 0, 0]"
7691,[],"[1, 0]"
7692,[],[1]
7698,[671],"[2, 2]"
7796,"[34, 1, 0, 0]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 877, 0, 1, 1, 3, 3, 0, 6]"
7814,"[1, 2, 7]","[1, 0, 0, 0]"
7817,"[7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 1, 1, 5, 1]","[30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 45, 4, 48, 4, 3, 12, 0, 78, 3, 6, 20, 20, 12, 0, 22, 23, 10, 19, 34, 1, 211, 419, 264, 0]"
7605,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
7693,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
7696,"[1, 20, 4, 8, 10, 0, 10, 0]","[30, 173, 49, 575, 0, 0, 150, 8, 0, 27, 23, 36, 2, 1, 13, 0, 3, 47, 7, 3, 23, 19, 53, 19]"
7607,"[1, 1, 120]","[65, 22, 97, 84, 71, 27, 85, 84, 635, 6, 605, 5]"
7769,"[34, 1, 8, 9]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0]"
7787,"[34, 1, 48]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 10, 0, 6, 12, 0, 0, 17, 0, 0, 3, 21, 56, 0, 0, 13]"
7795,"[34, 1, 0, 805]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 46, 0, 0, 0]"
7813,"[1, 2, 7]","[1, 0, 0, 0]"
7884,"[1, 2, 7]","[1, 0, 0, 0]"
7888,[],"[61, 2, 4, 3, 0]"
7917,[],"[1, 7, 18, 19, 19, 0, 31, 127, 3]"
7971,"[0, 3]",[]
7810,"[7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 1, 1, 5, 1]","[30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 45, 4, 48, 4, 3, 12, 0, 78, 3, 6, 20, 20, 12, 0, 22, 23, 10, 19, 34, 1, 52, 57]"
7818,[],"[30, 173, 49, 575, 0, 0, 150, 8]"
7822,[],"[614, 171, 0, 331]"
7885,"[1, 2, 7]","[1, 0, 0, 0]"
7890,[],"[61, 2, 4, 3, 3, 1, 0]"
7882,[],[1]
7883,[],"[1, 0, 10]"
7886,[],"[61, 2, 0]"
7889,[],"[61, 2, 4, 3, 3, 0]"
7891,[],"[61, 2, 4, 3, 0]"
7902,[],"[1, 1]"
7926,[],"[13, 48, 8, 8, 0, 13, 10, 68, 5, 14, 40, 2, 22, 20, 1]"
7982,[],"[2, 2, 1314, 0]"
8043,"[0, 1073, 0, 9, 9, 55, 52, 501, 0, 141, 24, 0]","[2, 2, 0, 960, 0, 0, 0, 623, 0]"
7880,"[19, 14]",[]
7887,[],"[61, 2, 4, 0]"
7895,[],"[13, 48, 8, 8, 0]"
7901,[],"[1, 1]"
7905,[],"[1, 7, 18, 19, 19, 0]"
7930,[64],"[0, 114, 0]"
8039,[],"[455, 4, 2]"
8030,"[0, 0, 0, 0, 9, 347, 1, 1]","[2, 2, 0, 0, 79, 0, 0, 44, 0, 0, 2, 0, 0]"
8052,"[34, 1, 397, 36, 272, 0]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 179, 180, 165]"
8098,"[0, 562, 0]",[]
8101,[],"[12, 0]"
8127,"[68, 0, 17, 1, 96, 76, 10, 19, 130, 4]",[]
8136,[],[1]
8147,[],"[30, 173, 49, 575, 0, 0, 150, 8, 221, 25]"
8173,"[1, 20, 4, 8, 10, 0, 10, 0]","[30, 173, 49, 575, 0, 0, 150, 8, 0, 27, 23, 36, 2, 1, 13, 0, 3, 47, 7, 3, 23, 19, 0, 0]"
8178,"[34, 1]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 40, 0, 0, 188, 0, 0, 80, 0, 23, 0, 0, 0]"
8233,[],[]
8412,"[0, 60]","[30, 173, 49, 575, 0, 0, 150, 8, 310, 0, 0]"
8131,"[5, 2131]","[2, 2]"
8145,[1],"[65, 737, 64, 64, 88, 388, 42, 707, 671]"
8152,[],[1]
8170,[],"[65, 41, 31, 31, 83, 75, 3, 3, 56, 6, 6, 2, 73, 64, 54, 140, 0, 0]"
8213,"[0, 0, 0, 400, 0, 0, 867]","[2, 2, 0]"
8232,[],[]
8234,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0]"
8237,[],[]
8302,"[8, 0, 0]","[2, 2]"
8150,"[0, 0]",[]
8214,[],"[614, 171, 0]"
8218,[],[1]
8135,[],[1]
8151,[],[65]
8293,"[0, 501, 1, 5, 1, 64, 32, 1]",[]
8353,[3],"[65, 295, 17, 113, 113]"
8363,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0, 0]"
8331,"[4, 4, 4, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 2, 209, 0, 0, 58, 0, 84, 0]","[54, 53]"
8430,"[3, 3, 4, 9, 9, 8, 10, 28, 1, 1, 1, 19, 3, 3, 9]",[65]
8391,[],"[1, 1, 1057, 15, 16, 16, 0, 18, 6, 2, 38, 2]"
8454,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71]"
8467,"[0, 1, 655, 0, 1014, 118, 21, 45]",[]
8477,[],"[11, 1, 0, 399, 1, 0, 8, 0, 7, 0]"
8508,"[1, 4]",[]
8518,"[3, 1, 19, 2, 3, 1]","[65, 105, 2, 76, 248, 14, 2, 4, 2, 2, 4, 1, 3, 2, 18, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2, 2, 0, 10, 10, 2, 6, 12, 6, 3, 2, 10, 8, 4, 2, 4, 26, 2, 4, 15, 10, 20, 2, 2, 20, 4, 7, 2, 3, 3]"
8530,"[0, 9, 67, 33, 32]","[65, 9, 160]"
8389,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 12, 749, 1205]"
8392,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 12, 22]"
8436,"[1, 3, 7]","[30, 173, 49, 575, 0, 0, 150, 8, 310, 0, 19]"
8445,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 1]"
8462,"[0, 60]",[65]
8483,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0, 0]"
8492,[],"[65, 41, 31, 31, 83, 75, 3, 3, 56, 6, 6, 2, 73, 64, 54, 140, 0, 0]"
8500,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
8501,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0, 1]"
8503,"[7, 86, 0, 2, 31, 44, 1, 3]","[2, 2, 4, 12, 4, 845, 749, 0, 7, 6, 1, 0, 6, 39, 0, 0]"
8448,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0, 6]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0]"
8488,"[844, 0, 96, 450, 232, 462, 0, 0, 416, 0, 282, 351, 0, 42, 0]","[2, 2, 0, 398]"
8491,"[34, 1]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 40, 0, 0, 188, 0, 0, 80, 0, 23, 0, 0, 0, 0]"
8569,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0, 27]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 1233]"
8632,"[27, 5, 6, 4]","[65, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8636,"[4, 1, 9, 398, 1, 1, 1, 1, 1, 4]","[4, 17, 18, 79, 1, 1, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10]"
8647,[],"[65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8673,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0]"
8750,[2],"[6, 74]"
8672,"[25, 0, 0, 6, 0, 0, 0, 37, 37, 0]","[2, 2, 216, 55, 0, 17, 6, 1, 334, 0, 0, 420, 0, 6, 95, 71, 0, 0]"
8687,[],"[11, 8, 9, 1, 25, 1]"
8895,"[6, 12, 4, 587, 5, 5, 38, 4, 1, 4, 12, 1, 0, 4, 3, 4, 40, 7, 2, 2, 11, 30, 3, 10, 7, 7, 7, 2, 10, 33, 2, 6]","[3, 0, 0, 3, 5, 5, 621, 4, 42, 4, 0, 4, 0, 11, 4, 43, 11, 4, 4, 2, 72, 13, 4, 5, 0, 4, 4, 4, 1, 4]"
8941,[1],"[65, 49, 122, 106, 63, 132]"
8966,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0, 21, 22, 0, 25, 60, 0, 53, 0, 64, 0, 7, 0, 73]"
9021,[],"[61, 2, 0]"
9119,[],"[2, 0, 0, 2]"
9017,"[3, 1, 3, 6, 2, 5, 6, 18, 2, 10, 51, 36, 20, 7, 4, 2, 4, 4, 4, 4, 2, 6, 111, 0]","[2, 2, 23, 60, 10, 7, 144, 8, 115, 306, 508, 161, 54, 434, 4, 43, 109, 46, 16, 117, 95, 1, 94, 93, 0, 93, 96, 5, 98, 0, 100, 83, 2, 285, 100, 30, 223, 29, 4, 393, 36, 313, 29, 92, 4, 2, 1333, 82, 0, 0, 181, 0, 127, 0, 16, 1, 0, 22, 40, 29, 0, 0, 8, 26, 0, 30, 0, 30, 32, 0, 2, 30, 16, 18, 0, 6, 14, 0, 0, 0, 0, 0, 0, 34, 0, 7, 3, 0, 48, 0, 149, 20, 6, 15, 13, 88, 84, 62, 0, 6, 8, 0, 1, 62, 0, 0, 6, 1, 0, 5, 0, 6, 7, 0, 0, 0, 0, 30, 0, 15, 0, 0, 7, 0, 0, 6, 0, 0, 7]"
9026,[],[170]
9028,[],[4]
9252,[10],"[6, 13]"
9452,"[0, 34, 6, 8, 8, 8, 4, 4]","[0, 2, 0, 0]"
9024,[],"[4, 4]"
9058,[],"[48, 6, 0, 7, 4, 3, 10, 3, 4, 0, 0, 69, 19, 1, 4]"
9094,[],"[4, 3, 4]"
9221,[],"[61, 2, 4, 3, 3, 1, 0, 3, 3]"
9018,[],"[1, 0, 0]"
9019,[],"[1, 0, 0]"
9020,"[1, 2, 7]","[1, 0, 0, 0]"
9054,[],"[22, 15, 4]"
9079,[],[15]
9095,[],"[614, 171, 332, 0]"
9111,[],"[10, 14, 1, 1, 4, 1]"
9223,[],[]
9441,"[50, 10, 8, 10, 2, 2, 11, 16, 249]",[]
9244,"[1, 6]",[]
9254,"[140, 0]","[40, 18, 0]"
9296,[],"[65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 32, 0, 5, 7, 96, 43, 3, 61, 24, 271, 0, 1, 0, 3, 37, 0, 3, 116, 5, 7, 155]"
9247,"[0, 58, 61, 1, 624, 0, 6, 0, 1, 1, 1, 4, 949, 0, 5, 0, 5, 20, 0, 5, 0, 55, 0, 42, 0, 13, 5, 0, 0, 0]","[0, 0, 3, 0, 156, 0, 0, 0, 20]"
9322,"[5, 1, 0, 5, 5, 5, 4, 2, 1, 1, 15, 1, 6, 1]","[4, 0]"
9335,"[8, 13, 2, 1, 26, 11, 1]","[614, 171, 332, 53, 6, 1, 23, 1, 2, 3, 1, 3, 61, 1, 2, 1, 500, 23, 509, 72, 75]"
9336,[],[]
9345,"[34, 1]","[2, 2, 195, 147, 96, 83, 0, 186, 0, 206, 130, 295, 84, 0, 60, 0, 40, 0, 0, 188, 0, 0, 80, 0, 23, 0, 0]"
9382,[],[168]
9383,[],[137]
9384,[],[211]
9462,[],"[18, 12, 31]"
9463,[],"[52, 50, 11, 0]"
9267,"[0, 58, 61, 1, 624, 0, 6, 0, 1, 1, 1, 4, 949, 0, 5, 0, 5, 20, 0, 5, 0, 55, 0, 42, 0, 13, 5, 0, 0, 0, 1, 3, 1, 1, 6]","[0, 0, 3, 0, 156, 0, 0, 61, 20, 0, 0, 3, 15]"
9481,"[0, 12, 0, 0, 0, 13, 8, 21, 16, 44, 2]","[45, 7, 5, 51]"
9490,"[2, 1, 0]","[13, 125]"
9486,"[7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 1, 1, 5, 1]","[30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 45, 4, 48, 4, 3, 12, 0, 78, 3, 6, 20, 20, 12, 0, 22, 23, 10, 19, 34, 1, 211, 419, 264, 1254]"
9488,"[50, 10, 8, 10, 2, 2, 11, 16]","[183, 5, 6, 10]"
9491,"[2, 9, 6, 1, 4, 12, 9, 1]","[43, 10]"
9549,[],"[243, 50, 5, 79, 117, 180, 1]"
9551,"[17, 22, 12]",[]
9483,[],"[52, 50, 11, 10, 129]"
9512,"[74, 9]",[]
9527,[],"[121, 46, 51, 58]"
9482,"[4, 4, 2]","[2, 4, 4, 18, 37, 18, 20, 7]"
9500,[],"[43, 76]"
9501,[],"[159, 62]"
9521,"[25, 28]","[122, 71, 6]"
9523,[],[]
9525,[],"[162, 6, 21, 36, 45, 21, 42, 110]"
9528,[],"[162, 6, 21, 36, 45, 21, 183]"
9541,[],[]
9545,"[6, 16, 8, 12]",[]
9574,[],[40]
9507,[],"[183, 0, 3, 42, 2, 4]"
9548,[],[]
9577,"[128, 1]","[175, 1, 34]"
13223,[],[]
13233,[],[]
13307,[],"[44, 18, 103, 104, 4]"
10838,[],[]
10935,[],[]
10970,[2],[1]
11150,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0, 0]"
11042,"[86, 10, 63, 1, 17]","[45, 333, 50, 207, 1, 23, 1, 2, 2, 2, 2, 1, 2]"
11165,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0, 0, 0]"
11013,[0],[]
11017,[],"[41, 6, 25]"
11025,[],[]
11045,"[86, 10, 63, 1, 17]","[45, 333, 50, 207, 1, 23, 1, 2, 2, 2, 2, 1, 5, 1, 2]"
11154,"[0, 0]","[2, 2, 0]"
10999,[],"[7, 1, 0, 1, 1, 5]"
11007,[6],"[2, 1, 81]"
11041,"[86, 10, 63, 1, 17]","[45, 333, 50, 207, 1, 23, 1, 2, 2, 2, 2, 1, 1]"
11347,[],[]
11872,[],[360]
11873,[],[1]
12022,[],[]
13286,"[0, 30, 1, 3, 1, 7, 4]","[9, 6, 15, 1, 0, 0]"
13320,[],[]
13337,"[128, 1, 84, 72]","[200, 329]"
11995,[],[]
13346,"[1, 78]","[266, 4, 4, 46, 1, 1, 1]"
13392,"[1, 78]","[266, 4, 4, 46, 1, 1, 1, 19, 98, 0, 32, 36, 1, 1, 1, 137, 4, 629, 749, 1, 38, 60, 32, 1, 149, 1, 1, 32, 19, 98, 1, 31, 1, 1, 1, 1, 2, 2, 30, 148, 4, 4, 1, 1, 335, 4, 32, 0, 2, 38, 4, 331]"
12031,[],"[65, 0]"
12033,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0, 1]"
12090,[],"[63, 1069]"
12119,[],[]
12120,[],[]
12124,[],[359]
12483,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0]"
12446,[],"[225, 6425]"
12449,[],[]
12509,[],[]
12513,[],[]
12580,[],[]
12538,[],"[44, 1, 1, 1, 1, 1, 1, 12, 12, 72, 72, 392, 30, 2, 31, 55, 277, 36, 1, 1]"
12831,[],[]
12800,[],[]
13867,[],[]
13865,[],[]
12926,[],[]
13405,[],[]
13407,[],[]
13411,[],[]
13413,[],[]
13417,[],[]
13437,[],[0]
13440,[],[]
13481,[],"[0, 8, 0]"
13510,[],[43]
13540,"[0, 0]","[0, 0, 0, 1777, 0, 1]"
13406,[],[]
13412,[],[0]
13435,[],"[0, 0, 0, 0, 0, 1]"
13472,[],"[180, 0, 1, 1, 1, 1, 567, 4, 0, 19, 0, 1, 0]"
13489,[],"[38, 0, 5, 0, 0, 3, 0]"
13491,[],"[0, 0]"
13492,[],[]
13493,[],[]
13495,[],[344]
12967,[],[]
13409,[],[]
13477,[],"[1, 20, 1, 1, 1, 101, 20, 45, 1, 1, 1, 1, 1, 33, 169, 33, 110, 10, 1, 876, 90, 667]"
13079,[],[]
13084,[888],[]
13426,[],"[55, 7, 20, 0, 27, 38]"
13504,[],"[16, 14, 23]"
13505,[],[]
13528,[],"[9, 0]"
13090,[],"[30, 173, 49, 575, 0, 0, 150, 8, 0, 0]"
13856,"[5, 0]","[1, 21, 4]"
13864,[],"[2, 2, 50, 5, 0, 0, 0, 0]"
13866,[],"[2, 2, 401]"
13558,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13568,[],[0]
13569,[],[0]
13571,[],[]
13582,[],[]
13637,[],"[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 19, 0, 0, 0]"
13543,[],[0]
13605,[],[]
13189,[],[1]
13196,[],"[0, 0]"
13567,[],[]
13570,[],[0]
13617,[],[]
13626,"[30, 0, 0]",[]
14044,[],"[0, 1, 2]"
14022,[],"[67, 0, 0, 2195]"
14018,[],[0]
14007,[],[0]
14040,[],"[67, 0, 0, 2174, 5631, 0, 0, 1018, 0, 0, 0, 1970, 0, 8803, 1237, 825, 8466, 0, 0, 0, 0]"
14046,[],[]
14058,[],"[4, 32]"
14080,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 0]"
14083,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0]"
14089,[],[0]
14084,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0]"
14088,[],"[325, 0, 1106, 0, 2516, 2701]"
14085,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0]"
14086,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0]"
14093,[],"[325, 0, 1106, 0, 2516, 2701, 415, 2851, 0]"
14095,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0, 0, 0]"
14096,[],"[0, 9, 203, 801, 42, 42, 4, 8, 7, 12, 6, 4, 0, 2, 4, 860, 0, 0, 0]"
14098,[],[0]
14099,[],[0]
14100,[],[0]
14102,[0],[]
14104,[],[0]
14105,[],[0]
14109,[],[0]
14110,[],[0]
14111,[],[0]
14112,[],[0]
14113,[],[0]
14114,[],[0]
14115,[],[0]
14116,[],[0]
14119,"[0, 0, 0]",[]
14242,[],[]
14244,[],[]
14247,[],"[0, 0]"
14264,[],[0]
14284,[],"[9, 0, 1, 0, 0, 0]"
14285,[],"[9, 0, 1, 0, 0, 0]"
14292,[],"[9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14321,[],[0]
14327,[],[0]
14328,[],[0]
14334,[],[0]
14339,[],"[0, 8, 0, 0, 0, 0, 7, 19, 21]"
14340,[],[]
14342,[],[0]
14343,[],[]
14344,[],[]
14369,[],"[0, 0]"
14620,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 0]"
14611,[],"[0, 32]"
14608,[],"[0, 0, 0]"
14453,[],[]
14602,[],[0]
14600,[],"[0, 0]"
14642,[],"[614, 171, 0]"
14648,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 0]"
14650,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 0]"
14698,"[9, 1]",[]
15755,[],[]
15855,[],[249]
15757,[],[0]
17030,[],"[192, 0, 2]"
16963,[],[]
17182,[],[]
16948,[],"[13, 48, 8, 8, 2, 8, 1, 0]"
17183,[],[]
16947,[],"[614, 171, 332, 0]"
17272,[],[]
17283,"[261, 336, 0]","[1, 1]"
17409,[],[]
30139,[],[579]
30282,[],"[29, 2, 2, 0, 31]"
30255,[],"[16, 0, 0, 19, 16, 0, 4, 29, 0, 0, 4, 12, 16, 16, 4, 0, 29, 15, 4, 0, 0, 3, 4, 359, 6, 0, 20, 0, 0, 356, 0, 15, 5, 2, 0, 574, 0, 0, 0, 0, 0]"
30053,[],"[0, 0]"
23102,[],[0]
27808,[],[0]
28955,[],[0]
23730,[],[0]
27605,[],[0]
27604,[],"[614, 171, 0]"
29900,[],"[614, 171, 0]"
28854,[],"[614, 171, 0, 0]"
23101,[],"[614, 171, 0]"
23100,[],"[614, 171, 332, 0]"
20305,[],"[614, 171, 332, 0]"
23645,[],"[614, 171, 332, 0, 0]"
